date,icb_industry_label,slot_count,value_weight,daily_total_slots,slot_share,weight_share
2025-07-07,Industrials,3,0.1587356696934848,20,0.15,0.1587356696934848
2025-07-07,Technology,8,0.6658979187134606,20,0.4,0.6658979187134606
2025-07-07,Telecommunications,1,0.01726149699100549,20,0.05,0.01726149699100549
2025-07-07,Utilities,1,0.013060915755694255,20,0.05,0.013060915755694255
2025-07-08,Basic Materials,1,0.008240477397775933,20,0.05,0.008240477397775933
2025-07-08,Consumer Discretionary,3,0.2325953366785085,20,0.15,0.2325953366785085
2025-07-08,Financials,1,0.015258006815301301,20,0.05,0.015258006815301301
2025-07-08,Health Care,2,0.11557155680415131,20,0.1,0.11557155680415131
2025-07-08,Industrials,1,0.009034098835533286,20,0.05,0.009034098835533286
2025-07-08,Technology,12,0.6193005234687298,20,0.6,0.6193005234687298
2025-07-09,Consumer Discretionary,4,0.1167255187071613,20,0.2,0.1167255187071613
2025-07-09,Financials,4,0.05417583041697314,20,0.2,0.05417583041697314
2025-07-09,Health Care,2,0.01629275121527369,20,0.1,0.01629275121527369
2025-07-09,Industrials,1,0.007421776561429141,20,0.05,0.007421776561429141
2025-07-09,Real Estate,1,0.012191374659137942,20,0.05,0.012191374659137942
2025-07-09,Technology,8,0.7931927484400249,20,0.4,0.7931927484400249
2025-07-10,Basic Materials,1,0.0053708923292692615,20,0.05,0.0053708923292692615
2025-07-10,Consumer Discretionary,2,0.19624242513571688,20,0.1,0.19624242513571688
2025-07-10,Health Care,1,0.05956746298748378,20,0.05,0.05956746298748378
2025-07-10,Industrials,3,0.022488152503413905,20,0.15,0.022488152503413905
2025-07-10,Technology,13,0.7163310670441162,20,0.65,0.7163310670441162
2025-07-11,Consumer Discretionary,1,0.022150125814891536,20,0.05,0.022150125814891536
2025-07-11,Financials,2,0.028264317866766815,20,0.1,0.028264317866766815
2025-07-11,Health Care,2,0.08634886505883776,20,0.1,0.08634886505883776
2025-07-11,Industrials,2,0.035972003848393615,20,0.1,0.035972003848393615
2025-07-11,Real Estate,1,0.011099099292109291,20,0.05,0.011099099292109291
2025-07-11,Technology,11,0.8015355844736838,20,0.55,0.8015355844736838
2025-07-11,Telecommunications,1,0.014630003645317398,20,0.05,0.014630003645317398
2025-07-14,Basic Materials,1,0.0006493537813376957,20,0.05,0.0006493537813376957
2025-07-14,Consumer Discretionary,4,0.14516578137523198,20,0.2,0.14516578137523198
2025-07-14,Financials,1,0.006583315605062454,20,0.05,0.006583315605062454
2025-07-14,Health Care,2,0.04492790669581702,20,0.1,0.04492790669581702
2025-07-14,Industrials,1,0.027506395095347212,20,0.05,0.027506395095347212
2025-07-14,Technology,10,0.7679192232622014,20,0.5,0.7679192232622014
2025-07-14,Telecommunications,1,0.007248024185002301,20,0.05,0.007248024185002301
2025-07-15,Basic Materials,1,0.012723220705873077,20,0.05,0.012723220705873077
2025-07-15,Consumer Discretionary,3,0.17477554841681361,20,0.15,0.17477554841681361
2025-07-15,Consumer Staples,1,0.016207653620672773,20,0.05,0.016207653620672773
2025-07-15,Health Care,1,0.04349875497738252,20,0.05,0.04349875497738252
2025-07-15,Industrials,3,0.046733364688950486,20,0.15,0.046733364688950486
2025-07-15,Technology,9,0.6866292383500623,20,0.45,0.6866292383500623
2025-07-15,Telecommunications,1,0.015573829396571422,20,0.05,0.015573829396571422
2025-07-15,Utilities,1,0.0038583898436739296,20,0.05,0.0038583898436739296
2025-07-16,Basic Materials,1,0.011678971761638957,20,0.05,0.011678971761638957
2025-07-16,Consumer Discretionary,4,0.1663052560179938,20,0.2,0.1663052560179938
2025-07-16,Consumer Staples,1,0.014947845269295093,20,0.05,0.014947845269295093
2025-07-16,Health Care,1,0.04024992507791067,20,0.05,0.04024992507791067
2025-07-16,Industrials,4,0.08475608019869936,20,0.2,0.08475608019869936
2025-07-16,Technology,8,0.6748305996627045,20,0.4,0.6748305996627045
2025-07-16,Telecommunications,1,0.007231322011757524,20,0.05,0.007231322011757524
2025-07-17,Consumer Discretionary,4,0.19504445575904433,20,0.2,0.19504445575904433
2025-07-17,Financials,1,0.010415018203029789,20,0.05,0.010415018203029789
2025-07-17,Health Care,1,0.04561324867855164,20,0.05,0.04561324867855164
2025-07-17,Industrials,3,0.04954458125847265,20,0.15,0.04954458125847265
2025-07-17,Technology,10,0.6909731430474964,20,0.5,0.6909731430474964
2025-07-17,Telecommunications,1,0.008409553053405332,20,0.05,0.008409553053405332
2025-07-18,Consumer Discretionary,2,0.1320449674462279,20,0.1,0.1320449674462279
2025-07-18,Consumer Staples,1,0.01466245506155932,20,0.05,0.01466245506155932
2025-07-18,Financials,1,0.011179203919820455,20,0.05,0.011179203919820455
2025-07-18,Health Care,2,0.05885246394466493,20,0.1,0.05885246394466493
2025-07-18,Industrials,4,0.0612763190169244,20,0.2,0.0612763190169244
2025-07-18,Technology,10,0.721984590610803,20,0.5,0.721984590610803
2025-07-21,Consumer Discretionary,1,0.12990741653441276,20,0.05,0.12990741653441276
2025-07-21,Consumer Staples,1,0.015180311084269916,20,0.05,0.015180311084269916
2025-07-21,Financials,3,0.06501367700915964,20,0.15,0.06501367700915964
2025-07-21,Health Care,2,0.049356021924086516,20,0.1,0.049356021924086516
2025-07-21,Industrials,4,0.07440721896062365,20,0.2,0.07440721896062365
2025-07-21,Technology,9,0.6661353544874477,20,0.45,0.6661353544874477
2025-07-22,Consumer Discretionary,2,0.15287254434338146,20,0.1,0.15287254434338146
2025-07-22,Financials,2,0.06032429112439737,20,0.1,0.06032429112439737
2025-07-22,Industrials,2,0.04562821553096477,20,0.1,0.04562821553096477
2025-07-22,Technology,12,0.736852689173571,20,0.6,0.736852689173571
2025-07-22,Utilities,2,0.004322259827685509,20,0.1,0.004322259827685509
2025-07-23,Consumer Discretionary,2,0.15030141623229132,20,0.1,0.15030141623229132
2025-07-23,Consumer Staples,1,0.01720251735017717,20,0.05,0.01720251735017717
2025-07-23,Financials,3,0.028796940107573228,20,0.15,0.028796940107573228
2025-07-23,Health Care,2,0.04996123294599547,20,0.1,0.04996123294599547
2025-07-23,Industrials,3,0.05312984107188193,20,0.15,0.05312984107188193
2025-07-23,Technology,9,0.700608052292081,20,0.45,0.700608052292081
2025-07-24,Consumer Discretionary,4,0.15343869885648434,20,0.2,0.15343869885648434
2025-07-24,Financials,1,0.012627923814859209,20,0.05,0.012627923814859209
2025-07-24,Health Care,3,0.07894120005230866,20,0.15,0.07894120005230866
2025-07-24,Industrials,3,0.0775718181817079,20,0.15,0.0775718181817079
2025-07-24,Technology,9,0.6774203590946402,20,0.45,0.6774203590946402
2025-07-25,Consumer Discretionary,1,0.11988115217232737,20,0.05,0.11988115217232737
2025-07-25,Financials,1,0.04017965571979805,20,0.05,0.04017965571979805
2025-07-25,Health Care,2,0.045958045122234496,20,0.1,0.045958045122234496
2025-07-25,Industrials,4,0.06807376952645126,20,0.2,0.06807376952645126
2025-07-25,Technology,10,0.7059539335631456,20,0.5,0.7059539335631456
2025-07-25,Telecommunications,2,0.019953443896043026,20,0.1,0.019953443896043026
2025-07-28,Consumer Discretionary,2,0.17022135372946381,20,0.1,0.17022135372946381
2025-07-28,Financials,3,0.016603165229167164,20,0.15,0.016603165229167164
2025-07-28,Health Care,3,0.03485792242049149,20,0.15,0.03485792242049149
2025-07-28,Industrials,3,0.07302349568919887,20,0.15,0.07302349568919887
2025-07-28,Technology,8,0.6971085963351067,20,0.4,0.6971085963351067
2025-07-28,Telecommunications,1,0.008185466596571954,20,0.05,0.008185466596571954
2025-07-29,Consumer Discretionary,1,0.16992982535843854,20,0.05,0.16992982535843854
2025-07-29,Financials,1,0.0019902631647421244,20,0.05,0.0019902631647421244
2025-07-29,Health Care,5,0.10952129757286298,20,0.25,0.10952129757286298
2025-07-29,Industrials,5,0.056182831732578035,20,0.25,0.056182831732578035
2025-07-29,Real Estate,1,0.00743911047748063,20,0.05,0.00743911047748063
2025-07-29,Technology,6,0.6450555436267733,20,0.3,0.6450555436267733
2025-07-29,Telecommunications,1,0.009881128067124502,20,0.05,0.009881128067124502
2025-07-30,Consumer Discretionary,2,0.19743033117059922,20,0.1,0.19743033117059922
2025-07-30,Financials,2,0.0028163567345751974,20,0.1,0.0028163567345751974
2025-07-30,Health Care,2,0.01963188678393862,20,0.1,0.01963188678393862
2025-07-30,Industrials,6,0.11548134769002308,20,0.3,0.11548134769002308
2025-07-30,Technology,7,0.6529307769490418,20,0.35,0.6529307769490418
2025-07-30,Telecommunications,1,0.01170930067182215,20,0.05,0.01170930067182215
2025-07-31,Financials,1,0.0024496457817737263,20,0.05,0.0024496457817737263
2025-07-31,Health Care,3,0.06730198679855949,20,0.15,0.06730198679855949
2025-07-31,Industrials,4,0.06217772684451038,20,0.2,0.06217772684451038
2025-07-31,Technology,10,0.8324682125109993,20,0.5,0.8324682125109993
2025-07-31,Telecommunications,2,0.03560242806415706,20,0.1,0.03560242806415706
2025-08-01,Energy,1,0.003650974130722611,20,0.05,0.003650974130722611
2025-08-01,Financials,1,0.002065016776974961,20,0.05,0.002065016776974961
2025-08-01,Health Care,2,0.05244200620829591,20,0.1,0.05244200620829591
2025-08-01,Industrials,3,0.0573052374002764,20,0.15,0.0573052374002764
2025-08-01,Technology,12,0.8737029452091223,20,0.6,0.8737029452091223
2025-08-01,Telecommunications,1,0.010833820274607853,20,0.05,0.010833820274607853
2025-08-04,Energy,1,0.003666557341658189,20,0.05,0.003666557341658189
2025-08-04,Financials,1,0.002030616328796881,20,0.05,0.002030616328796881
2025-08-04,Health Care,2,0.05073808486269835,20,0.1,0.05073808486269835
2025-08-04,Industrials,3,0.05621707168341894,20,0.15,0.05621707168341894
2025-08-04,Technology,12,0.8764793175958026,20,0.6,0.8764793175958026
2025-08-04,Telecommunications,1,0.010868352187625283,20,0.05,0.010868352187625283
2025-08-05,Energy,1,0.0037414956550225476,20,0.05,0.0037414956550225476
2025-08-05,Financials,1,0.002005667385604372,20,0.05,0.002005667385604372
2025-08-05,Health Care,2,0.05316654714878892,20,0.1,0.05316654714878892
2025-08-05,Industrials,3,0.056316734534226316,20,0.15,0.056316734534226316
2025-08-05,Technology,12,0.8742129697207203,20,0.6,0.8742129697207203
2025-08-05,Telecommunications,1,0.010556585555637613,20,0.05,0.010556585555637613
2025-08-06,Energy,1,0.003698999213941097,20,0.05,0.003698999213941097
2025-08-06,Financials,1,0.001992168496070764,20,0.05,0.001992168496070764
2025-08-06,Health Care,2,0.05214388857103975,20,0.1,0.05214388857103975
2025-08-06,Industrials,3,0.05524181893863613,20,0.15,0.05524181893863613
2025-08-06,Technology,12,0.8764029959684291,20,0.6,0.8764029959684291
2025-08-06,Telecommunications,1,0.010520128811882922,20,0.05,0.010520128811882922
2025-08-07,Energy,1,0.003682959453326852,20,0.05,0.003682959453326852
2025-08-07,Financials,1,0.001966500521531031,20,0.05,0.001966500521531031
2025-08-07,Health Care,2,0.05222940020380511,20,0.1,0.05222940020380511
2025-08-07,Industrials,3,0.054709410622828275,20,0.15,0.054709410622828275
2025-08-07,Technology,12,0.8770291955168141,20,0.6,0.8770291955168141
2025-08-07,Telecommunications,1,0.010382533681694468,20,0.05,0.010382533681694468
2025-08-08,Consumer Discretionary,2,0.04632218289283076,20,0.1,0.04632218289283076
2025-08-08,Financials,2,0.019968099598381105,20,0.1,0.019968099598381105
2025-08-08,Industrials,2,0.014810739894431225,20,0.1,0.014810739894431225
2025-08-08,Technology,13,0.9064327277199372,20,0.65,0.9064327277199372
2025-08-08,Telecommunications,1,0.012466249894419593,20,0.05,0.012466249894419593
2025-08-11,Consumer Discretionary,1,0.008685881277013068,20,0.05,0.008685881277013068
2025-08-11,Financials,5,0.08434710624136223,20,0.25,0.08434710624136223
2025-08-11,Health Care,1,0.008454536471723569,20,0.05,0.008454536471723569
2025-08-11,Industrials,1,0.031113395609054836,20,0.05,0.031113395609054836
2025-08-11,Real Estate,1,0.00701184893745848,20,0.05,0.00701184893745848
2025-08-11,Technology,9,0.8403365080505667,20,0.45,0.8403365080505667
2025-08-11,Telecommunications,1,0.010815998318435964,20,0.05,0.010815998318435964
2025-08-11,Utilities,1,0.009234725094385242,20,0.05,0.009234725094385242
2025-08-12,Consumer Staples,1,0.014270965829132247,20,0.05,0.014270965829132247
2025-08-12,Financials,2,0.018652643008296364,20,0.1,0.018652643008296364
2025-08-12,Health Care,2,0.030470659394832164,20,0.1,0.030470659394832164
2025-08-12,Industrials,3,0.07429278077236216,20,0.15,0.07429278077236216
2025-08-12,Technology,10,0.8448557545714939,20,0.5,0.8448557545714939
2025-08-12,Telecommunications,1,0.009424020134656081,20,0.05,0.009424020134656081
2025-08-12,Utilities,1,0.0080331762892271,20,0.05,0.0080331762892271
2025-08-13,Consumer Discretionary,4,0.13247375238613024,20,0.2,0.13247375238613024
2025-08-13,Financials,2,0.06248778432637554,20,0.1,0.06248778432637554
2025-08-13,Health Care,3,0.0759948410005266,20,0.15,0.0759948410005266
2025-08-13,Industrials,2,0.05190783918009416,20,0.1,0.05190783918009416
2025-08-13,Technology,7,0.6479740507530786,20,0.35,0.6479740507530786
2025-08-13,Telecommunications,2,0.02916173235379481,20,0.1,0.02916173235379481
2025-08-14,Basic Materials,1,0.009944555192781904,20,0.05,0.009944555192781904
2025-08-14,Consumer Discretionary,2,0.07260105511269851,20,0.1,0.07260105511269851
2025-08-14,Financials,1,0.010537104353941179,20,0.05,0.010537104353941179
2025-08-14,Industrials,4,0.048105025017523645,20,0.2,0.048105025017523645
2025-08-14,Technology,9,0.8254645923709943,20,0.45,0.8254645923709943
2025-08-14,Telecommunications,3,0.03334766795206034,20,0.15,0.03334766795206034
2025-08-15,Consumer Discretionary,2,0.02877036300231944,20,0.1,0.02877036300231944
2025-08-15,Health Care,2,0.05190619590398268,20,0.1,0.05190619590398268
2025-08-15,Industrials,4,0.06450544215196961,20,0.2,0.06450544215196961
2025-08-15,Technology,11,0.8462036185655305,20,0.55,0.8462036185655305
2025-08-15,Telecommunications,1,0.00861438037619777,20,0.05,0.00861438037619777
2025-08-18,Consumer Discretionary,1,0.11785137979421102,20,0.05,0.11785137979421102
2025-08-18,Health Care,1,0.020130909994223022,20,0.05,0.020130909994223022
2025-08-18,Industrials,6,0.07706461074651234,20,0.3,0.07706461074651234
2025-08-18,Technology,10,0.7632694703442446,20,0.5,0.7632694703442446
2025-08-18,Telecommunications,2,0.021683629120808845,20,0.1,0.021683629120808845
2025-08-19,Consumer Discretionary,5,0.19213017917748876,20,0.25,0.19213017917748876
2025-08-19,Financials,1,0.0024235886055253225,20,0.05,0.0024235886055253225
2025-08-19,Health Care,1,0.009355769269115802,20,0.05,0.009355769269115802
2025-08-19,Industrials,4,0.061050800299300566,20,0.2,0.061050800299300566
2025-08-19,Technology,8,0.722293340352954,20,0.4,0.722293340352954
2025-08-19,Telecommunications,1,0.012746322295615576,20,0.05,0.012746322295615576
2025-08-20,Basic Materials,1,0.012931498351258872,20,0.05,0.012931498351258872
2025-08-20,Consumer Discretionary,5,0.2029600026073022,20,0.25,0.2029600026073022
2025-08-20,Financials,2,0.04771673609915033,20,0.1,0.04771673609915033
2025-08-20,Health Care,1,0.021031194347548715,20,0.05,0.021031194347548715
2025-08-20,Industrials,1,0.009805934361513684,20,0.05,0.009805934361513684
2025-08-20,Technology,9,0.6955555036221127,20,0.45,0.6955555036221127
2025-08-20,Telecommunications,1,0.009999130611113533,20,0.05,0.009999130611113533
2025-08-21,Basic Materials,1,0.013222787580250025,20,0.05,0.013222787580250025
2025-08-21,Consumer Discretionary,3,0.04303562307898112,20,0.15,0.04303562307898112
2025-08-21,Consumer Staples,1,0.006569910811478392,20,0.05,0.006569910811478392
2025-08-21,Health Care,2,0.017687431349636483,20,0.1,0.017687431349636483
2025-08-21,Industrials,1,0.03086915313133676,20,0.05,0.03086915313133676
2025-08-21,Technology,11,0.8827918509990634,20,0.55,0.8827918509990634
2025-08-21,Utilities,1,0.005823243049253703,20,0.05,0.005823243049253703
2025-08-22,Basic Materials,1,0.010864126015930672,20,0.05,0.010864126015930672
2025-08-22,Consumer Discretionary,3,0.14324410711277255,20,0.15,0.14324410711277255
2025-08-22,Financials,2,0.04571531017714475,20,0.1,0.04571531017714475
2025-08-22,Health Care,3,0.025890405152245353,20,0.15,0.025890405152245353
2025-08-22,Industrials,4,0.07508194630720166,20,0.2,0.07508194630720166
2025-08-22,Technology,6,0.6912672236746026,20,0.3,0.6912672236746026
2025-08-22,Telecommunications,1,0.007936881560102546,20,0.05,0.007936881560102546
2025-08-25,Consumer Discretionary,4,0.1800693809687163,20,0.2,0.1800693809687163
2025-08-25,Consumer Staples,1,0.017252065387210812,20,0.05,0.017252065387210812
2025-08-25,Financials,1,0.04546910007336652,20,0.05,0.04546910007336652
2025-08-25,Health Care,2,0.014210778645215916,20,0.1,0.014210778645215916
2025-08-25,Industrials,2,0.03539961908596778,20,0.1,0.03539961908596778
2025-08-25,Technology,10,0.7075990558395228,20,0.5,0.7075990558395228
2025-08-26,Consumer Discretionary,4,0.053816942067220146,20,0.2,0.053816942067220146
2025-08-26,Financials,2,0.021211740532130582,20,0.1,0.021211740532130582
2025-08-26,Health Care,1,0.041545967877670134,20,0.05,0.041545967877670134
2025-08-26,Industrials,5,0.10464659656618416,20,0.25,0.10464659656618416
2025-08-26,Technology,8,0.7787787529567949,20,0.4,0.7787787529567949
2025-08-27,Basic Materials,1,0.0008945036109876128,20,0.05,0.0008945036109876128
2025-08-27,Consumer Discretionary,2,0.049066019904286357,20,0.1,0.049066019904286357
2025-08-27,Consumer Staples,1,0.0010844830441085799,20,0.05,0.0010844830441085799
2025-08-27,Financials,1,0.012196312192652492,20,0.05,0.012196312192652492
2025-08-27,Health Care,1,0.010879001313459789,20,0.05,0.010879001313459789
2025-08-27,Industrials,5,0.11664989912793866,20,0.25,0.11664989912793866
2025-08-27,Technology,7,0.7845235625301679,20,0.35,0.7845235625301679
2025-08-27,Telecommunications,2,0.02470621827639866,20,0.1,0.02470621827639866
2025-08-28,Consumer Discretionary,5,0.13941750207358897,20,0.25,0.13941750207358897
2025-08-28,Industrials,8,0.11936511543389185,20,0.4,0.11936511543389185
2025-08-28,Technology,7,0.7412173824925191,20,0.35,0.7412173824925191
2025-08-29,Consumer Discretionary,2,0.1250248228137865,20,0.1,0.1250248228137865
2025-08-29,Financials,3,0.0352714741658643,20,0.15,0.0352714741658643
2025-08-29,Health Care,2,0.016787219929175028,20,0.1,0.016787219929175028
2025-08-29,Industrials,3,0.03704192649298714,20,0.15,0.03704192649298714
2025-08-29,Real Estate,1,0.005520189398800141,20,0.05,0.005520189398800141
2025-08-29,Technology,8,0.7721129941251231,20,0.4,0.7721129941251231
2025-08-29,Telecommunications,1,0.008241373074263949,20,0.05,0.008241373074263949
2025-09-02,Consumer Discretionary,2,0.07630517102827034,20,0.1,0.07630517102827034
2025-09-02,Financials,2,0.09031895172713314,20,0.1,0.09031895172713314
2025-09-02,Health Care,2,0.09258186578880903,20,0.1,0.09258186578880903
2025-09-02,Industrials,5,0.16724851214659642,20,0.25,0.16724851214659642
2025-09-02,Technology,8,0.5554845063571787,20,0.4,0.5554845063571787
2025-09-02,Telecommunications,1,0.018060992952012387,20,0.05,0.018060992952012387
2025-09-03,Consumer Discretionary,2,0.03237478277631104,20,0.1,0.03237478277631104
2025-09-03,Financials,2,0.09948710456652449,20,0.1,0.09948710456652449
2025-09-03,Health Care,2,0.10163591056354782,20,0.1,0.10163591056354782
2025-09-03,Industrials,3,0.15007861274646447,20,0.15,0.15007861274646447
2025-09-03,Real Estate,1,0.013007691995513031,20,0.05,0.013007691995513031
2025-09-03,Technology,10,0.6034158973516391,20,0.5,0.6034158973516391
2025-09-04,Consumer Discretionary,3,0.22677354136746894,20,0.15,0.22677354136746894
2025-09-04,Financials,4,0.12423196014707746,20,0.2,0.12423196014707746
2025-09-04,Health Care,1,0.025348894212135726,20,0.05,0.025348894212135726
2025-09-04,Industrials,4,0.11893225822716738,20,0.2,0.11893225822716738
2025-09-04,Technology,6,0.4631328552901011,20,0.3,0.4631328552901011
2025-09-04,Telecommunications,2,0.0415804907560494,20,0.1,0.0415804907560494
2025-09-05,Consumer Discretionary,2,0.09330625390681953,20,0.1,0.09330625390681953
2025-09-05,Financials,1,0.01402344169807857,20,0.05,0.01402344169807857
2025-09-05,Health Care,2,0.028747711773221534,20,0.1,0.028747711773221534
2025-09-05,Industrials,4,0.12812588281876772,20,0.2,0.12812588281876772
2025-09-05,Technology,9,0.6968673036453616,20,0.45,0.6968673036453616
2025-09-05,Telecommunications,2,0.038929406157750965,20,0.1,0.038929406157750965
2025-09-08,Consumer Discretionary,2,0.09372037501485926,20,0.1,0.09372037501485926
2025-09-08,Financials,1,0.013924618363232343,20,0.05,0.013924618363232343
2025-09-08,Health Care,2,0.02874999473419895,20,0.1,0.02874999473419895
2025-09-08,Industrials,4,0.1277312118687939,20,0.2,0.1277312118687939
2025-09-08,Technology,9,0.6969408773080343,20,0.45,0.6969408773080343
2025-09-08,Telecommunications,2,0.03893292271088115,20,0.1,0.03893292271088115
2025-09-09,Consumer Discretionary,5,0.33678497017816605,20,0.25,0.33678497017816605
2025-09-09,Health Care,2,0.025342857148893116,20,0.1,0.025342857148893116
2025-09-09,Industrials,4,0.0777639143459882,20,0.2,0.0777639143459882
2025-09-09,Technology,9,0.5601082583269525,20,0.45,0.5601082583269525
2025-09-10,Consumer Discretionary,5,0.26107333037626274,20,0.25,0.26107333037626274
2025-09-10,Health Care,1,0.02080240209366371,20,0.05,0.02080240209366371
2025-09-10,Industrials,2,0.030753751631828113,20,0.1,0.030753751631828113
2025-09-10,Technology,11,0.6747493199079082,20,0.55,0.6747493199079082
2025-09-10,Telecommunications,1,0.012621195990337083,20,0.05,0.012621195990337083
2025-09-11,Consumer Discretionary,5,0.24355707329652931,20,0.25,0.24355707329652931
2025-09-11,Financials,1,0.054256310642272786,20,0.05,0.054256310642272786
2025-09-11,Health Care,3,0.04670884558070395,20,0.15,0.04670884558070395
2025-09-11,Industrials,1,0.019405774058226844,20,0.05,0.019405774058226844
2025-09-11,Technology,9,0.6242562676073132,20,0.45,0.6242562676073132
2025-09-11,Telecommunications,1,0.01181572881495374,20,0.05,0.01181572881495374
2025-09-12,Consumer Discretionary,2,0.1902763556566518,20,0.1,0.1902763556566518
2025-09-12,Financials,1,0.04463069031296132,20,0.05,0.04463069031296132
2025-09-12,Health Care,4,0.09381270985627767,20,0.2,0.09381270985627767
2025-09-12,Industrials,4,0.06080074636033306,20,0.2,0.06080074636033306
2025-09-12,Technology,7,0.6068488382514058,20,0.35,0.6068488382514058
2025-09-12,Telecommunications,2,0.003630659562370463,20,0.1,0.003630659562370463
2025-09-15,Consumer Discretionary,4,0.1530831508646072,20,0.2,0.1530831508646072
2025-09-15,Financials,1,0.0004231371625086235,20,0.05,0.0004231371625086235
2025-09-15,Health Care,2,0.05486147439839789,20,0.1,0.05486147439839789
2025-09-15,Industrials,2,0.001166697013244433,20,0.1,0.001166697013244433
2025-09-15,Technology,9,0.7796208554675306,20,0.45,0.7796208554675306
2025-09-15,Telecommunications,2,0.010844685093711113,20,0.1,0.010844685093711113
2025-09-16,Basic Materials,1,0.0004502378567959839,20,0.05,0.0004502378567959839
2025-09-16,Consumer Discretionary,5,0.2171191384523523,20,0.25,0.2171191384523523
2025-09-16,Financials,1,0.0004180375780198641,20,0.05,0.0004180375780198641
2025-09-16,Health Care,2,0.054104074914910386,20,0.1,0.054104074914910386
2025-09-16,Industrials,2,0.0018445992291551143,20,0.1,0.0018445992291551143
2025-09-16,Technology,8,0.7250951560325086,20,0.4,0.7250951560325086
2025-09-16,Telecommunications,1,0.0009687559362577509,20,0.05,0.0009687559362577509
2025-09-17,Consumer Discretionary,3,0.12471790437335205,20,0.15,0.12471790437335205
2025-09-17,Financials,2,0.04001169032130984,20,0.1,0.04001169032130984
2025-09-17,Health Care,1,0.01376605703636452,20,0.05,0.01376605703636452
2025-09-17,Industrials,2,0.031551152459188506,20,0.1,0.031551152459188506
2025-09-17,Technology,12,0.7899531958097851,20,0.6,0.7899531958097851
2025-09-18,Consumer Discretionary,3,0.16821760222814552,20,0.15,0.16821760222814552
2025-09-18,Financials,1,0.0068209600212365655,20,0.05,0.0068209600212365655
2025-09-18,Industrials,3,0.054079828385138196,20,0.15,0.054079828385138196
2025-09-18,Technology,13,0.7708816093654797,20,0.65,0.7708816093654797
2025-09-19,Consumer Discretionary,2,0.10169082769598939,20,0.1,0.10169082769598939
2025-09-19,Consumer Staples,1,0.005774319251426707,20,0.05,0.005774319251426707
2025-09-19,Financials,1,0.00710155699601427,20,0.05,0.00710155699601427
2025-09-19,Industrials,3,0.07130878891116794,20,0.15,0.07130878891116794
2025-09-19,Technology,13,0.8141245071454019,20,0.65,0.8141245071454019
2025-09-22,Financials,2,0.07804522674411042,20,0.1,0.07804522674411042
2025-09-22,Health Care,2,0.09455789308229814,20,0.1,0.09455789308229814
2025-09-22,Industrials,5,0.07242778398113155,20,0.25,0.07242778398113155
2025-09-22,Technology,10,0.7464134926073429,20,0.5,0.7464134926073429
2025-09-22,Utilities,1,0.008555603585117014,20,0.05,0.008555603585117014
2025-09-23,Basic Materials,1,0.015975287881718505,20,0.05,0.015975287881718505
2025-09-23,Consumer Discretionary,3,0.06424332117862577,20,0.15,0.06424332117862577
2025-09-23,Financials,2,0.06647847300258405,20,0.1,0.06647847300258405
2025-09-23,Health Care,1,0.05062064613229125,20,0.05,0.05062064613229125
2025-09-23,Industrials,3,0.05034277242624272,20,0.15,0.05034277242624272
2025-09-23,Technology,9,0.7389654021311333,20,0.45,0.7389654021311333
2025-09-23,Telecommunications,1,0.013374097247404508,20,0.05,0.013374097247404508
2025-09-24,Consumer Discretionary,2,0.1143625119313132,20,0.1,0.1143625119313132
2025-09-24,Financials,1,0.047141977737561576,20,0.05,0.047141977737561576
2025-09-24,Health Care,2,0.05046104707745377,20,0.1,0.05046104707745377
2025-09-24,Industrials,6,0.12843072624736931,20,0.3,0.12843072624736931
2025-09-24,Technology,8,0.6469456539574533,20,0.4,0.6469456539574533
2025-09-24,Telecommunications,1,0.012658083048848918,20,0.05,0.012658083048848918
2025-09-25,Consumer Discretionary,2,0.034522560074487604,20,0.1,0.034522560074487604
2025-09-25,Financials,1,0.061476180313443804,20,0.05,0.061476180313443804
2025-09-25,Health Care,2,0.06506676190991323,20,0.1,0.06506676190991323
2025-09-25,Industrials,6,0.15686775240546483,20,0.3,0.15686775240546483
2025-09-25,Technology,8,0.665721426314598,20,0.4,0.665721426314598
2025-09-25,Telecommunications,1,0.01634531898209266,20,0.05,0.01634531898209266
2025-09-26,Consumer Discretionary,2,0.034767128905254914,20,0.1,0.034767128905254914
2025-09-26,Financials,1,0.06220573919612947,20,0.05,0.06220573919612947
2025-09-26,Health Care,2,0.06500513920772619,20,0.1,0.06500513920772619
2025-09-26,Industrials,6,0.1569375437217323,20,0.3,0.1569375437217323
2025-09-26,Technology,8,0.6648100710361488,20,0.4,0.6648100710361488
2025-09-26,Telecommunications,1,0.016274377933008406,20,0.05,0.016274377933008406
2025-09-29,Consumer Discretionary,2,0.034710656218216146,20,0.1,0.034710656218216146
2025-09-29,Financials,2,0.07021263934014346,20,0.1,0.07021263934014346
2025-09-29,Health Care,2,0.09597070422158097,20,0.1,0.09597070422158097
2025-09-29,Industrials,4,0.11231446170318587,20,0.2,0.11231446170318587
2025-09-29,Technology,9,0.6705487479438251,20,0.45,0.6705487479438251
2025-09-29,Telecommunications,1,0.016242790573048477,20,0.05,0.016242790573048477
2025-09-30,Consumer Discretionary,2,0.034625959696141004,20,0.1,0.034625959696141004
2025-09-30,Financials,1,0.06197595205280723,20,0.05,0.06197595205280723
2025-09-30,Health Care,3,0.10551153247000103,20,0.15,0.10551153247000103
